GeneName	GOTerm	TermLevel
Rgs2	negative regulation of macromolecule metabolic process	7
Rgs2	negative regulation of metabolic process	8
Rgs2	negative regulation of molecular function	6
Rgs2	negative regulation of multicellular organismal process	3
Rgs2	negative regulation of muscle contraction	2
Rgs2	negative regulation of muscle hypertrophy	1
Rgs2	negative regulation of phosphate metabolic process	5
Rgs2	negative regulation of phospholipase activity	0
Rgs2	negative regulation of phosphorus metabolic process	6
Rgs2	negative regulation of phosphorylation	4
Rgs2	negative regulation of protein kinase activity	2
Rgs2	negative regulation of protein metabolic process	6
Rgs2	negative regulation of protein modification process	4
Rgs2	negative regulation of protein phosphorylation	3
Rgs2	negative regulation of protein serine/threonine kinase activity	1
Rgs2	negative regulation of response to stimulus	3
Rgs2	negative regulation of signal transduction	2
Rgs2	negative regulation of signaling	3
Rgs2	negative regulation of smooth muscle contraction	1
Rgs2	negative regulation of transferase activity	4
Rgs2	positive regulation of biological process	4
Rgs2	positive regulation of cardiac muscle contraction	0
Rgs2	positive regulation of multicellular organismal process	3
Rgs2	positive regulation of muscle contraction	2
Rgs2	positive regulation of striated muscle contraction	1
Rgs2	posttranscriptional regulation of gene expression	1
Rgs2	regulation of G-protein coupled receptor protein signaling pathway	2
Rgs2	regulation of MAP kinase activity	1
Rgs2	regulation of adrenergic receptor signaling pathway	0
Rgs2	regulation of anatomical structure size	4
Rgs2	regulation of biological process	10
Rgs2	regulation of biological quality	5
Rgs2	regulation of biosynthetic process	3
Rgs2	regulation of blood vessel size	2
Rgs2	regulation of cardiac muscle contraction	1
Rgs2	regulation of cardiac muscle hypertrophy	1
Rgs2	regulation of catalytic activity	6
Rgs2	regulation of cell communication	4
Rgs2	regulation of cellular biosynthetic process	2
Rgs2	regulation of cellular macromolecule biosynthetic process	1
Rgs2	regulation of cellular metabolic process	8
Rgs2	regulation of cellular process	9
Rgs2	regulation of cellular protein metabolic process	6
Rgs2	regulation of gene expression	2
Rgs2	regulation of heart contraction	2
Rgs2	regulation of hydrolase activity	3
Rgs2	regulation of kinase activity	4
Rgs2	regulation of lipase activity	2
Rgs2	regulation of macromolecule biosynthetic process	2
Rgs2	regulation of macromolecule metabolic process	8
Rgs2	regulation of metabolic process	9
Rgs2	regulation of molecular function	7
Rgs2	regulation of multicellular organismal process	6
Rgs2	regulation of muscle adaptation	2
Rgs2	regulation of muscle contraction	3
Rgs2	regulation of muscle hypertrophy	2
Rgs2	regulation of muscle system process	4
Rgs2	regulation of phosphate metabolic process	6
Rgs2	regulation of phospholipase activity	1
Rgs2	regulation of phosphorus metabolic process	7
Rgs2	regulation of phosphorylation	5
Rgs2	regulation of primary metabolic process	8
Rgs2	regulation of protein kinase activity	3
Rgs2	regulation of protein metabolic process	7
Rgs2	regulation of protein modification process	5
Rgs2	regulation of protein phosphorylation	4
Rgs2	regulation of protein serine/threonine kinase activity	2
Rgs2	regulation of response to stimulus	4
Rgs2	regulation of signal transduction	3
Rgs2	regulation of signaling	4
Rgs2	regulation of smooth muscle contraction	2
Rgs2	regulation of striated muscle contraction	2
Rgs2	regulation of system process	5
Rgs2	regulation of transferase activity	5
Rgs2	regulation of translation	0
Rgs2	regulation of tube size	3
Rgs2	relaxation of cardiac muscle	0
Rgs2	relaxation of muscle	2
Rgs2	relaxation of smooth muscle	1
Rgs2	relaxation of vascular smooth muscle	0
Rgs2	response to stimulus	4
Rgs2	signal transduction	2
Rgs2	signaling	3
Rgs2	system process	5
Rgs2	termination of G-protein coupled receptor signaling pathway	0
Rgs2	termination of signal transduction	1
Rgs2	vascular process in circulatory system	3
Rgs2	vasodilation	1
Elf3	RNA biosynthetic process	1
Elf3	RNA metabolic process	2
Elf3	anatomical structure development	6
Elf3	anatomical structure morphogenesis	3
Elf3	biological regulation	9
Elf3	biological_process	10
Elf3	biosynthetic process	3
Elf3	blastocyst development	0
Elf3	cell differentiation	0
Elf3	cellular biosynthetic process	2
Elf3	cellular component organization	3
Elf3	cellular component organization at cellular level	2
Elf3	cellular component organization or biogenesis	4
Elf3	cellular component organization or biogenesis at cellular level	3
Elf3	cellular developmental process	1
Elf3	cellular macromolecule biosynthetic process	1
Elf3	cellular macromolecule metabolic process	3
Elf3	cellular metabolic process	6
Elf3	cellular nitrogen compound metabolic process	5
Elf3	cellular process	7
Elf3	chordate embryonic development	2
Elf3	defense response	1
Elf3	developmental process	7
Elf3	embryo development	4
Elf3	embryo development ending in birth or egg hatching	3
Elf3	extracellular matrix organization	0
Elf3	extracellular structure organization	1
Elf3	gene expression	1
Elf3	gland development	3
Elf3	gland morphogenesis	2
Elf3	in utero embryonic development	1
Elf3	inflammatory response	0
Elf3	macromolecule biosynthetic process	2
Elf3	macromolecule metabolic process	4
Elf3	mammary gland development	2
Elf3	mammary gland involution	0
Elf3	mammary gland morphogenesis	1
Elf3	metabolic process	7
Elf3	multicellular organismal development	6
Elf3	multicellular organismal process	7
Elf3	negative regulation of RNA metabolic process	1
Elf3	negative regulation of biological process	5
Elf3	negative regulation of biosynthetic process	3
Elf3	negative regulation of cellular biosynthetic process	2
Elf3	negative regulation of cellular macromolecule biosynthetic process	1
Elf3	negative regulation of cellular metabolic process	3
Elf3	negative regulation of cellular process	4
Elf3	negative regulation of gene expression	1
Elf3	negative regulation of macromolecule biosynthetic process	2
Elf3	negative regulation of macromolecule metabolic process	3
Elf3	negative regulation of metabolic process	4
Elf3	negative regulation of nitrogen compound metabolic process	3
Elf3	negative regulation of nucleobase-containing compound metabolic process	2
Elf3	negative regulation of transcription, DNA-dependent	0
Elf3	nitrogen compound metabolic process	6
Elf3	nucleic acid metabolic process	3
Elf3	nucleobase-containing compound metabolic process	4
Elf3	organ development	4
Elf3	positive regulation of RNA metabolic process	2
Elf3	positive regulation of biological process	6
Elf3	positive regulation of biosynthetic process	3
Elf3	positive regulation of cellular biosynthetic process	2
Elf3	positive regulation of cellular metabolic process	4
Elf3	positive regulation of cellular process	5
Elf3	positive regulation of gene expression	2
Elf3	positive regulation of macromolecule biosynthetic process	2
Elf3	positive regulation of macromolecule metabolic process	3
Elf3	positive regulation of metabolic process	5
Elf3	positive regulation of nitrogen compound metabolic process	4
Elf3	positive regulation of nucleobase-containing compound metabolic process	3
Elf3	positive regulation of transcription from RNA polymerase II promoter	0
Elf3	positive regulation of transcription, DNA-dependent	1
Elf3	primary metabolic process	5
Elf3	regulation of RNA biosynthetic process	3
Elf3	regulation of RNA metabolic process	4
Elf3	regulation of biological process	8
Elf3	regulation of biosynthetic process	5
Elf3	regulation of cellular biosynthetic process	4
Elf3	regulation of cellular macromolecule biosynthetic process	3
Elf3	regulation of cellular metabolic process	6
Elf3	regulation of cellular process	7
Elf3	regulation of gene expression	3
Elf3	regulation of macromolecule biosynthetic process	4
Elf3	regulation of macromolecule metabolic process	5
Elf3	regulation of metabolic process	7
Elf3	regulation of nitrogen compound metabolic process	6
Elf3	regulation of nucleobase-containing compound metabolic process	5
Elf3	regulation of primary metabolic process	6
Elf3	regulation of transcription from RNA polymerase II promoter	1
Elf3	regulation of transcription, DNA-dependent	2
Elf3	response to stimulus	3
Elf3	response to stress	2
Elf3	response to wounding	1
Elf3	system development	5
Elf3	tissue remodeling	1
Elf3	transcription, DNA-dependent	0
Eif6	biological_process	8
Eif6	biosynthetic process	4
Eif6	cellular biosynthetic process	3
Eif6	cellular component assembly	5
Eif6	cellular component assembly at cellular level	4
Eif6	cellular component biogenesis	6
Eif6	cellular component biogenesis at cellular level	4
Eif6	cellular component organization	6
Eif6	cellular component organization at cellular level	5
Eif6	cellular component organization or biogenesis	7
Eif6	cellular component organization or biogenesis at cellular level	6
Eif6	cellular macromolecular complex assembly	3
Eif6	cellular macromolecular complex subunit organization	4
Eif6	cellular macromolecule biosynthetic process	2
Eif6	cellular macromolecule metabolic process	3
Eif6	cellular metabolic process	4
Eif6	cellular process	7
Eif6	cellular protein metabolic process	2
Eif6	gene expression	2
Eif6	macromolecular complex assembly	4
Eif6	macromolecular complex subunit organization	5
Eif6	macromolecule biosynthetic process	3
Eif6	macromolecule metabolic process	4
Eif6	mature ribosome assembly	0
Eif6	metabolic process	5
Eif6	organelle assembly	2
Eif6	organelle organization	3
Eif6	primary metabolic process	4
Eif6	protein metabolic process	3
Eif6	ribonucleoprotein complex assembly	2
Eif6	ribonucleoprotein complex biogenesis	3
Eif6	ribonucleoprotein complex subunit organization	3
Eif6	ribosome assembly	1
Eif6	ribosome biogenesis	2
Eif6	translation	1
Eif6	translational initiation	0
Dnmt3b	C-5 methylation of cytosine	0
Dnmt3b	DNA alkylation	3
Dnmt3b	DNA metabolic process	5
Dnmt3b	DNA methylation	2
Dnmt3b	DNA methylation on cytosine	1
Dnmt3b	DNA methylation on cytosine within a CG sequence	0
Dnmt3b	DNA modification	4
Dnmt3b	S-adenosylhomocysteine metabolic process	0
Dnmt3b	S-adenosylmethioninamine metabolic process	0
Dnmt3b	amine metabolic process	1
Dnmt3b	anatomical structure development	7
Dnmt3b	biological regulation	10
Dnmt3b	biological_process	11
Dnmt3b	carbohydrate derivative metabolic process	4
Dnmt3b	carboxylic acid metabolic process	3
Dnmt3b	cell differentiation	5
Dnmt3b	cellular amino acid metabolic process	2
Dnmt3b	cellular aromatic compound metabolic process	1
Dnmt3b	cellular component organization	7
Dnmt3b	cellular component organization at cellular level	6
Dnmt3b	cellular component organization or biogenesis	8
Dnmt3b	cellular component organization or biogenesis at cellular level	7
Dnmt3b	cellular developmental process	6
Dnmt3b	cellular ketone metabolic process	5
Dnmt3b	cellular macromolecule metabolic process	6
Dnmt3b	cellular metabolic process	9
Dnmt3b	cellular modified amino acid metabolic process	1
Dnmt3b	cellular nitrogen compound metabolic process	8
Dnmt3b	cellular process	10
Dnmt3b	cellular response to acid	1
Dnmt3b	cellular response to amine stimulus	1
Dnmt3b	cellular response to amino acid stimulus	0
Dnmt3b	cellular response to chemical stimulus	4
Dnmt3b	cellular response to endogenous stimulus	3
Dnmt3b	cellular response to organic nitrogen	2
Dnmt3b	cellular response to organic substance	3
Dnmt3b	cellular response to stimulus	5
Dnmt3b	chromatin modification	2
Dnmt3b	chromatin organization	3
Dnmt3b	chromatin silencing	1
Dnmt3b	chromosome organization	4
Dnmt3b	covalent chromatin modification	1
Dnmt3b	developmental process	8
Dnmt3b	gene silencing	2
Dnmt3b	generation of neurons	3
Dnmt3b	genetic imprinting	1
Dnmt3b	heterocycle metabolic process	4
Dnmt3b	localization	3
Dnmt3b	macromolecule localization	2
Dnmt3b	macromolecule metabolic process	7
Dnmt3b	macromolecule methylation	3
Dnmt3b	macromolecule modification	5
Dnmt3b	metabolic process	10
Dnmt3b	methylation	4
Dnmt3b	methylation-dependent chromatin silencing	0
Dnmt3b	multicellular organismal development	7
Dnmt3b	multicellular organismal process	8
Dnmt3b	negative regulation of RNA metabolic process	3
Dnmt3b	negative regulation of biological process	8
Dnmt3b	negative regulation of biosynthetic process	5
Dnmt3b	negative regulation of cellular biosynthetic process	4
Dnmt3b	negative regulation of cellular component organization	5
Dnmt3b	negative regulation of cellular macromolecule biosynthetic process	3
Dnmt3b	negative regulation of cellular metabolic process	5
Dnmt3b	negative regulation of cellular process	6
Dnmt3b	negative regulation of cellular protein metabolic process	4
Dnmt3b	negative regulation of chromosome organization	3
Dnmt3b	negative regulation of gene expression	3
Dnmt3b	negative regulation of gene expression, epigenetic	2
Dnmt3b	negative regulation of histone H3-K9 methylation	0
Dnmt3b	negative regulation of histone methylation	1
Dnmt3b	negative regulation of histone modification	2
Dnmt3b	negative regulation of macromolecule biosynthetic process	4
Dnmt3b	negative regulation of macromolecule metabolic process	6
Dnmt3b	negative regulation of metabolic process	7
Dnmt3b	negative regulation of nitrogen compound metabolic process	5
Dnmt3b	negative regulation of nucleobase-containing compound metabolic process	4
Dnmt3b	negative regulation of organelle organization	4
Dnmt3b	negative regulation of protein metabolic process	5
Dnmt3b	negative regulation of protein modification process	3
Dnmt3b	negative regulation of transcription from RNA polymerase II promoter	0
Dnmt3b	negative regulation of transcription, DNA-dependent	2
Dnmt3b	nervous system development	5
Dnmt3b	neurogenesis	4
Dnmt3b	nitrogen compound metabolic process	9
Dnmt3b	nucleic acid metabolic process	6
Dnmt3b	nucleobase-containing compound metabolic process	7
Dnmt3b	nucleobase-containing small molecule metabolic process	4
Dnmt3b	nucleoside metabolic process	3
Dnmt3b	organelle organization	5
Dnmt3b	organic acid metabolic process	5
Dnmt3b	organic substance metabolic process	5
Dnmt3b	oxoacid metabolic process	4
Dnmt3b	positive regulation of biological process	8
Dnmt3b	positive regulation of cell differentiation	1
Dnmt3b	positive regulation of cellular component organization	5
Dnmt3b	positive regulation of cellular metabolic process	5
Dnmt3b	positive regulation of cellular process	6
Dnmt3b	positive regulation of cellular protein metabolic process	4
Dnmt3b	positive regulation of chromosome organization	3
Dnmt3b	positive regulation of developmental process	2
Dnmt3b	positive regulation of gene expression	0
Dnmt3b	positive regulation of histone H3-K4 methylation	0
